BudgetKey,DateKey,AreaKey,IndustryKey,BudgetAmountLC
108,20240301,1,8,87806.36
109,20240301,1,9,206050.72
110,20240301,1,10,331729.63
111,20240301,2,1,278390.71
112,20240301,2,2,483093.5
113,20240301,2,3,388028.48
114,20240301,2,4,66109.77
115,20240301,2,5,344674.79
116,20240301,2,6,91249.57
117,20240301,2,7,465642.21
118,20240301,2,8,155876.42
119,20240301,2,9,294786.01
120,20240301,2,10,251410.63
121,20240301,3,1,264920.64
122,20240301,3,2,292671.55
123,20240301,3,3,487449.31
124,20240301,3,4,134042.47
125,20240301,3,5,470256.96
126,20240301,3,6,253402.89
127,20240301,3,7,221201.73
128,20240301,3,8,85096.34
129,20240301,3,9,326310.9
130,20240301,3,10,373733.93
131,20240301,4,1,348661.49
132,20240301,4,2,257632.69
133,20240301,4,3,324694.37
134,20240301,4,4,271612.03
135,20240301,4,5,293889.55
136,20240301,4,6,435660.69
137,20240301,4,7,308566.79
138,20240301,4,8,246409.06
139,20240301,4,9,273751.74
140,20240301,4,10,430480.08
141,20240301,5,1,426670.25
142,20240301,5,2,108269.38
143,20240301,5,3,282252.59
144,20240301,5,4,138269.11
145,20240301,5,5,497386.36
146,20240301,5,6,67180.97
147,20240301,5,7,339487.55
148,20240301,5,8,193214.24
149,20240301,5,9,285974.04
150,20240301,5,10,229367.14
151,20240401,1,1,133806.73
152,20240401,1,2,331340.07
153,20240401,1,3,156866.73
154,20240401,1,4,73342.41
155,20240401,1,5,171197.25
156,20240401,1,6,63453.99
157,20240401,1,7,452622.53
158,20240401,1,8,212160.77
159,20240401,1,9,497512.86
160,20240401,1,10,221422.64
161,20240401,2,1,328792.62
162,20240401,2,2,358525.59
163,20240401,2,3,306137.07
164,20240401,2,4,63785.36
165,20240401,2,5,106171.47
166,20240401,2,6,175818.69
167,20240401,2,7,293796.54
168,20240401,2,8,400270.59
169,20240401,2,9,204184.17
170,20240401,2,10,218538.19
171,20240401,3,1,163042.58
172,20240401,3,2,470403.89
173,20240401,3,3,226928.01
174,20240401,3,4,317117.71
175,20240401,3,5,138248.26
176,20240401,3,6,208858.97
177,20240401,3,7,416851.96
178,20240401,3,8,182373.74
179,20240401,3,9,337235.55
180,20240401,3,10,335277.06
181,20240401,4,1,109894.06
182,20240401,4,2,289716.4
183,20240401,4,3,309223.94
184,20240401,4,4,171163.61
185,20240401,4,5,226123.41
186,20240401,4,6,439867.79
187,20240401,4,7,439831.46
188,20240401,4,8,137555.51
189,20240401,4,9,482213.61
190,20240401,4,10,465697.03
191,20240401,5,1,470541.34
192,20240401,5,2,203083.73
193,20240401,5,3,123989.69
194,20240401,5,4,85823.13
195,20240401,5,5,356238.27
196,20240401,5,6,197546.3
197,20240401,5,7,289868.11
198,20240401,5,8,202049.57
199,20240401,5,9,495221.51
200,20240401,5,10,267486.28
201,20240501,1,1,461279.23
202,20240501,1,2,204507.8
203,20240501,1,3,125455.7
204,20240501,1,4,308949.66
205,20240501,1,5,231643.13
206,20240501,1,6,315105.91
207,20240501,1,7,440750.43
208,20240501,1,8,150021.69
209,20240501,1,9,288383.41
210,20240501,1,10,401757.16
211,20240501,2,1,216523.35
212,20240501,2,2,150599.15
213,20240501,2,3,496143.17
214,20240501,2,4,277016.56
215,20240501,2,5,301970.08
216,20240501,2,6,226048.69
217,20240501,2,7,214611.9
218,20240501,2,8,478232.76
219,20240501,2,9,270334.45
220,20240501,2,10,168282.21
221,20240501,3,1,223825.59
222,20240501,3,2,432555.01
223,20240501,3,3,195969.36
224,20240501,3,4,324447.73
225,20240501,3,5,390194.56
226,20240501,3,6,397851.46
227,20240501,3,7,179287.14
228,20240501,3,8,167768.15
229,20240501,3,9,53421.05
230,20240501,3,10,187978.7
231,20240501,4,1,330431.13
232,20240501,4,2,444987.53
233,20240501,4,3,452240.21
234,20240501,4,4,420947.86
235,20240501,4,5,83529.34
236,20240501,4,6,424578.7
237,20240501,4,7,461246.18
238,20240501,4,8,319550.47
239,20240501,4,9,124166.7
240,20240501,4,10,139616.52
241,20240501,5,1,424861.04
242,20240501,5,2,200126.81
243,20240501,5,3,156208.11
244,20240501,5,4,407053.17
245,20240501,5,5,88704.58
246,20240501,5,6,213900.66
247,20240501,5,7,227538.84
248,20240501,5,8,89693.26
249,20240501,5,9,182142.5
250,20240501,5,10,98385.18
251,20240601,1,1,422419.7
252,20240601,1,2,141033.74
253,20240601,1,3,147468.14
254,20240601,1,4,128079.35
255,20240601,1,5,328720.79
256,20240601,1,6,146510.42
257,20240601,1,7,238767.67
258,20240601,1,8,377528.75
259,20240601,1,9,477780.23
260,20240601,1,10,93820.05
261,20240601,2,1,409461.68
262,20240601,2,2,251297.09
263,20240601,2,3,192794.11
264,20240601,2,4,57225.54
265,20240601,2,5,329346.86
266,20240601,2,6,478728.77
267,20240601,2,7,117358.92
268,20240601,2,8,438916.47
269,20240601,2,9,411072.14
270,20240601,2,10,177565.46
271,20240601,3,1,396391.72
272,20240601,3,2,89211.66
273,20240601,3,3,399350.17
274,20240601,3,4,129796.14
275,20240601,3,5,222319.58
276,20240601,3,6,288145.45
277,20240601,3,7,498917.07
278,20240601,3,8,363235.49
279,20240601,3,9,285674.45
280,20240601,3,10,302668.52
281,20240601,4,1,322282.29
282,20240601,4,2,425710.47
283,20240601,4,3,390994.16
284,20240601,4,4,53026.94
285,20240601,4,5,212443.97
286,20240601,4,6,155754.47
287,20240601,4,7,281415.1
288,20240601,4,8,301012.17
289,20240601,4,9,395143.67
290,20240601,4,10,230987.12
291,20240601,5,1,450583.36
292,20240601,5,2,470828.29
293,20240601,5,3,300832.96
294,20240601,5,4,460801.78
295,20240601,5,5,399136.61
296,20240601,5,6,237237.4
297,20240601,5,7,479995.73
298,20240601,5,8,438815.49
299,20240601,5,9,312605.21
300,20240601,5,10,236980.7
301,20240701,1,1,389430.5
302,20240701,1,2,292511.7
303,20240701,1,3,175792.14
304,20240701,1,4,438166.71
305,20240701,1,5,112198.58
306,20240701,1,6,367745.74
307,20240701,1,7,279593.76
308,20240701,1,8,492419.27
309,20240701,1,9,451926.93
310,20240701,1,10,175826.19
311,20240701,2,1,334477.58
312,20240701,2,2,379799.51
313,20240701,2,3,239884.08
314,20240701,2,4,213669.39
315,20240701,2,5,440057.16
316,20240701,2,6,404423.5
317,20240701,2,7,428709.35
318,20240701,2,8,179614.68
319,20240701,2,9,275914.02
320,20240701,2,10,187043.77
321,20240701,3,1,326472.14
322,20240701,3,2,103396.0
323,20240701,3,3,87340.04
324,20240701,3,4,361931.11
325,20240701,3,5,493423.74
326,20240701,3,6,61428.09
327,20240701,3,7,469658.54
328,20240701,3,8,52815.9
329,20240701,3,9,67730.98
330,20240701,3,10,120174.41
331,20240701,4,1,188078.57
332,20240701,4,2,337624.27
333,20240701,4,3,313849.1
334,20240701,4,4,445283.48
335,20240701,4,5,82736.68
336,20240701,4,6,156389.56
337,20240701,4,7,339192.72
338,20240701,4,8,421617.85
339,20240701,4,9,496040.06
340,20240701,4,10,102080.1
341,20240701,5,1,196690.41
342,20240701,5,2,192819.61
343,20240701,5,3,143754.77
344,20240701,5,4,195789.47
345,20240701,5,5,266238.14
346,20240701,5,6,284804.11
347,20240701,5,7,335038.03
348,20240701,5,8,241557.27
349,20240701,5,9,382169.8
350,20240701,5,10,356897.72
351,20240801,1,1,177759.27
352,20240801,1,2,177963.34
353,20240801,1,3,283914.06
354,20240801,1,4,327608.86
355,20240801,1,5,223621.54
356,20240801,1,6,328983.02
357,20240801,1,7,372531.88
358,20240801,1,8,114832.57
359,20240801,1,9,483392.87
360,20240801,1,10,360662.3
361,20240801,2,1,471493.91
362,20240801,2,2,240382.55
363,20240801,2,3,454490.95
364,20240801,2,4,404972.44
365,20240801,2,5,373712.35
366,20240801,2,6,181700.69
367,20240801,2,7,235975.75
368,20240801,2,8,386105.05
369,20240801,2,9,108381.45
370,20240801,2,10,430683.46
371,20240801,3,1,493155.49
372,20240801,3,2,366657.94
373,20240801,3,3,463658.5
374,20240801,3,4,179560.97
375,20240801,3,5,477366.42
376,20240801,3,6,81316.95
377,20240801,3,7,148297.39
378,20240801,3,8,416105.26
379,20240801,3,9,368404.61
380,20240801,3,10,413478.12
381,20240801,4,1,97637.54
382,20240801,4,2,110176.6
383,20240801,4,3,426352.4
384,20240801,4,4,106832.94
385,20240801,4,5,322960.66
386,20240801,4,6,445398.81
387,20240801,4,7,340316.55
388,20240801,4,8,332110.38
389,20240801,4,9,330830.54
390,20240801,4,10,76543.02
391,20240801,5,1,382233.4
392,20240801,5,2,448466.96
393,20240801,5,3,283815.77
394,20240801,5,4,236915.6
395,20240801,5,5,270292.03
396,20240801,5,6,141780.67
397,20240801,5,7,298735.7
398,20240801,5,8,205253.19
399,20240801,5,9,289630.9
400,20240801,5,10,395120.76
401,20240901,1,1,231811.41
402,20240901,1,2,367775.01
403,20240901,1,3,349320.79
404,20240901,1,4,129623.52
405,20240901,1,5,131299.34
406,20240901,1,6,207539.47
407,20240901,1,7,258917.64
408,20240901,1,8,167153.3
409,20240901,1,9,487983.21
410,20240901,1,10,302918.59
411,20240901,2,1,169533.64
412,20240901,2,2,111049.99
413,20240901,2,3,119639.72
414,20240901,2,4,307048.47
415,20240901,2,5,64712.2
416,20240901,2,6,114100.6
417,20240901,2,7,90605.33
418,20240901,2,8,417500.6
419,20240901,2,9,434695.63
420,20240901,2,10,383855.6
421,20240901,3,1,222085.75
422,20240901,3,2,345955.04
423,20240901,3,3,158490.03
424,20240901,3,4,96012.48
425,20240901,3,5,73893.41
426,20240901,3,6,441063.66
427,20240901,3,7,373230.09
428,20240901,3,8,482157.76
429,20240901,3,9,340439.14
430,20240901,3,10,128997.05
431,20240901,4,1,255725.03
432,20240901,4,2,146780.83
433,20240901,4,3,249304.24
434,20240901,4,4,372737.46
435,20240901,4,5,147771.47
436,20240901,4,6,304018.18
437,20240901,4,7,312149.49
438,20240901,4,8,133766.8
439,20240901,4,9,427037.46
440,20240901,4,10,63169.95
441,20240901,5,1,131805.17
442,20240901,5,2,119836.24
443,20240901,5,3,479836.76
444,20240901,5,4,459338.69
445,20240901,5,5,146344.32
446,20240901,5,6,235373.12
447,20240901,5,7,127036.66
448,20240901,5,8,95364.52
449,20240901,5,9,242195.02
450,20240901,5,10,197129.62
451,20241001,1,1,434240.36
452,20241001,1,2,83913.29
453,20241001,1,3,186439.35
454,20241001,1,4,298911.38
455,20241001,1,5,114742.83
456,20241001,1,6,453517.95
457,20241001,1,7,196296.13
458,20241001,1,8,213661.53
459,20241001,1,9,483868.18
460,20241001,1,10,405208.26
461,20241001,2,1,435064.54
462,20241001,2,2,293073.6
463,20241001,2,3,194091.67
464,20241001,2,4,472863.26
465,20241001,2,5,170050.22
466,20241001,2,6,104970.45
467,20241001,2,7,376153.73
468,20241001,2,8,258362.35
469,20241001,2,9,384647.0
470,20241001,2,10,271895.8
471,20241001,3,1,122702.76
472,20241001,3,2,226886.81
473,20241001,3,3,161210.89
474,20241001,3,4,58802.14
475,20241001,3,5,199680.88
476,20241001,3,6,439444.93
477,20241001,3,7,309924.02
478,20241001,3,8,478884.84
479,20241001,3,9,274152.82
480,20241001,3,10,371970.9
481,20241001,4,1,102415.51
482,20241001,4,2,451972.36
483,20241001,4,3,321623.34
484,20241001,4,4,431574.74
485,20241001,4,5,312019.61
486,20241001,4,6,51209.64
487,20241001,4,7,306969.44
488,20241001,4,8,248063.77
489,20241001,4,9,122940.31
490,20241001,4,10,198999.38
491,20241001,5,1,350024.24
492,20241001,5,2,318153.1
493,20241001,5,3,391885.53
494,20241001,5,4,459798.57
495,20241001,5,5,373444.08
496,20241001,5,6,146406.74
497,20241001,5,7,368563.39
498,20241001,5,8,417875.11
499,20241001,5,9,112223.92
500,20241001,5,10,478056.19
501,20241101,1,1,475611.93
502,20241101,1,2,283525.21
503,20241101,1,3,108800.75
504,20241101,1,4,62635.27
505,20241101,1,5,353849.28
506,20241101,1,6,487438.35
507,20241101,1,7,110622.33
508,20241101,1,8,213938.27
509,20241101,1,9,378141.39
510,20241101,1,10,376749.19
511,20241101,2,1,74430.78
512,20241101,2,2,134798.21
513,20241101,2,3,66945.7
514,20241101,2,4,70009.52
515,20241101,2,5,392448.54
516,20241101,2,6,270025.44
517,20241101,2,7,414874.78
518,20241101,2,8,358706.55
519,20241101,2,9,259520.91
520,20241101,2,10,276557.32
521,20241101,3,1,438630.37
522,20241101,3,2,247266.48
523,20241101,3,3,357618.78
524,20241101,3,4,361993.82
525,20241101,3,5,374920.02
526,20241101,3,6,445331.88
527,20241101,3,7,350306.56
528,20241101,3,8,210813.92
529,20241101,3,9,156558.13
530,20241101,3,10,290745.31
531,20241101,4,1,465936.16
532,20241101,4,2,409411.42
533,20241101,4,3,465146.34
534,20241101,4,4,405651.23
535,20241101,4,5,416124.77
536,20241101,4,6,68197.01
537,20241101,4,7,57801.66
538,20241101,4,8,490095.43
539,20241101,4,9,156329.3
540,20241101,4,10,224533.0
541,20241101,5,1,86904.45
542,20241101,5,2,307699.66
543,20241101,5,3,407411.91
544,20241101,5,4,194330.36
545,20241101,5,5,257096.65
546,20241101,5,6,206099.36
547,20241101,5,7,442321.35
548,20241101,5,8,479342.39
549,20241101,5,9,442402.98
550,20241101,5,10,306732.26
551,20241201,1,1,467841.81
552,20241201,1,2,92106.16
553,20241201,1,3,400525.17
554,20241201,1,4,339310.25
555,20241201,1,5,125366.03
556,20241201,1,6,467087.81
557,20241201,1,7,473822.39
558,20241201,1,8,387175.23
559,20241201,1,9,348803.76
560,20241201,1,10,91613.78
561,20241201,2,1,139477.77
562,20241201,2,2,174732.88
563,20241201,2,3,440535.63
564,20241201,2,4,280121.44
565,20241201,2,5,75509.89
566,20241201,2,6,420462.13
567,20241201,2,7,460244.5
568,20241201,2,8,309447.13
569,20241201,2,9,496480.29
570,20241201,2,10,87191.52
571,20241201,3,1,359048.09
572,20241201,3,2,274939.36
573,20241201,3,3,323913.74
574,20241201,3,4,101826.56
575,20241201,3,5,229018.78
576,20241201,3,6,334980.81
577,20241201,3,7,379289.94
578,20241201,3,8,102001.82
579,20241201,3,9,120832.05
580,20241201,3,10,440028.9
581,20241201,4,1,465794.38
582,20241201,4,2,482051.3
583,20241201,4,3,234550.18
584,20241201,4,4,388696.93
585,20241201,4,5,112835.77
586,20241201,4,6,101824.66
587,20241201,4,7,397119.61
588,20241201,4,8,353046.97
589,20241201,4,9,102170.25
590,20241201,4,10,222161.93
591,20241201,5,1,97027.49
592,20241201,5,2,460978.38
593,20241201,5,3,68833.0
594,20241201,5,4,327878.58
595,20241201,5,5,64362.81
596,20241201,5,6,111194.05
597,20241201,5,7,204322.52
598,20241201,5,8,384160.85
599,20241201,5,9,288119.85
600,20241201,5,10,246936.64
601,20250101,1,1,161903.23
602,20250101,1,2,466467.34
603,20250101,1,3,386047.89
604,20250101,1,4,146340.15
605,20250101,1,5,182125.5
606,20250101,1,6,136600.06
607,20250101,1,7,221127.62
608,20250101,1,8,143780.86
609,20250101,1,9,56034.08
610,20250101,1,10,130476.96
611,20250101,2,1,342781.94
612,20250101,2,2,349314.71
613,20250101,2,3,185659.33
614,20250101,2,4,284446.72
615,20250101,2,5,117334.3
616,20250101,2,6,403250.46
617,20250101,2,7,129261.72
618,20250101,2,8,90545.21
619,20250101,2,9,60219.25
620,20250101,2,10,301273.97
621,20250101,3,1,227652.67
622,20250101,3,2,286167.37
623,20250101,3,3,464868.05
624,20250101,3,4,436929.73
625,20250101,3,5,309393.3
626,20250101,3,6,196987.67
627,20250101,3,7,110585.41
628,20250101,3,8,318345.47
629,20250101,3,9,219009.62
630,20250101,3,10,57701.7
631,20250101,4,1,420457.19
632,20250101,4,2,137144.25
633,20250101,4,3,431092.89
634,20250101,4,4,497555.19
635,20250101,4,5,207488.9
636,20250101,4,6,221223.03
637,20250101,4,7,405939.02
638,20250101,4,8,414709.08
639,20250101,4,9,381192.46
640,20250101,4,10,50556.24
641,20250101,5,1,468815.34
642,20250101,5,2,372053.0
643,20250101,5,3,305991.54
644,20250101,5,4,205357.45
645,20250101,5,5,400648.5
646,20250101,5,6,312556.49
647,20250101,5,7,420572.14
648,20250101,5,8,399363.34
649,20250101,5,9,152988.46
650,20250101,5,10,254180.45
651,20250201,1,1,113845.56
652,20250201,1,2,135840.4
653,20250201,1,3,470825.98
654,20250201,1,4,297362.74
655,20250201,1,5,292837.7
656,20250201,1,6,224315.94
657,20250201,1,7,393157.46
658,20250201,1,8,108650.12
659,20250201,1,9,430853.95
660,20250201,1,10,166710.77
661,20250201,2,1,83727.05
662,20250201,2,2,384190.43
663,20250201,2,3,120276.75
664,20250201,2,4,113380.62
665,20250201,2,5,266833.61
666,20250201,2,6,74216.93
667,20250201,2,7,105400.78
668,20250201,2,8,326413.02
669,20250201,2,9,265689.72
670,20250201,2,10,300887.78
671,20250201,3,1,175068.85
672,20250201,3,2,124858.33
673,20250201,3,3,328741.15
674,20250201,3,4,249401.56
675,20250201,3,5,374696.37
676,20250201,3,6,88418.12
677,20250201,3,7,241789.49
678,20250201,3,8,315865.7
679,20250201,3,9,235553.51
680,20250201,3,10,108494.42
681,20250201,4,1,437004.91
682,20250201,4,2,288971.24
683,20250201,4,3,475318.6
684,20250201,4,4,98167.85
685,20250201,4,5,193745.82
686,20250201,4,6,478811.51
687,20250201,4,7,121369.3
688,20250201,4,8,445364.23
689,20250201,4,9,334280.63
690,20250201,4,10,53409.86
691,20250201,5,1,365540.45
692,20250201,5,2,439904.44
693,20250201,5,3,64572.34
694,20250201,5,4,76391.51
695,20250201,5,5,57587.06
696,20250201,5,6,213434.05
697,20250201,5,7,457293.32
698,20250201,5,8,480465.08
699,20250201,5,9,303992.73
700,20250201,5,10,395785.62
701,20250301,1,1,253163.13
702,20250301,1,2,240435.11
703,20250301,1,3,404077.81
704,20250301,1,4,330307.88
705,20250301,1,5,216899.6
706,20250301,1,6,315555.3
707,20250301,1,7,400271.15
708,20250301,1,8,206614.46
709,20250301,1,9,178269.62
710,20250301,1,10,429577.39
711,20250301,2,1,475596.57
712,20250301,2,2,163076.55
713,20250301,2,3,428710.43
714,20250301,2,4,111586.62
715,20250301,2,5,414539.51
716,20250301,2,6,257785.64
717,20250301,2,7,51229.41
718,20250301,2,8,69855.62
719,20250301,2,9,76729.32
720,20250301,2,10,103329.32
721,20250301,3,1,402620.27
722,20250301,3,2,105186.57
723,20250301,3,3,143248.75
724,20250301,3,4,412743.54
725,20250301,3,5,381507.38
726,20250301,3,6,235657.73
727,20250301,3,7,153432.92
728,20250301,3,8,252196.6
729,20250301,3,9,174276.5
730,20250301,3,10,474444.33
731,20250301,4,1,270042.89
732,20250301,4,2,240712.38
733,20250301,4,3,69180.55
734,20250301,4,4,55908.06
735,20250301,4,5,93842.75
736,20250301,4,6,377043.38
737,20250301,4,7,214809.75
738,20250301,4,8,98330.97
739,20250301,4,9,316736.32
740,20250301,4,10,440794.67
741,20250301,5,1,98681.73
742,20250301,5,2,204223.55
743,20250301,5,3,77361.1
744,20250301,5,4,87995.74
745,20250301,5,5,278763.38
746,20250301,5,6,233864.07
747,20250301,5,7,95749.9
748,20250301,5,8,74247.39
749,20250301,5,9,370679.56
750,20250301,5,10,199462.68
751,20250401,1,1,485948.89
752,20250401,1,2,415848.72
753,20250401,1,3,179476.39
754,20250401,1,4,486486.17
755,20250401,1,5,479249.38
756,20250401,1,6,271414.91
757,20250401,1,7,139772.54
758,20250401,1,8,230277.71
759,20250401,1,9,101392.64
760,20250401,1,10,138449.11
761,20250401,2,1,57843.32
762,20250401,2,2,245793.24
763,20250401,2,3,207020.1
764,20250401,2,4,436732.04
765,20250401,2,5,354364.76
766,20250401,2,6,251068.92
767,20250401,2,7,366533.49
768,20250401,2,8,318272.13
769,20250401,2,9,273278.36
770,20250401,2,10,142052.85
771,20250401,3,1,302566.04
772,20250401,3,2,200193.22
773,20250401,3,3,499891.43
774,20250401,3,4,411644.04
775,20250401,3,5,399652.17
776,20250401,3,6,323133.21
777,20250401,3,7,120463.01
778,20250401,3,8,414439.72
779,20250401,3,9,472433.2
780,20250401,3,10,464886.16
781,20250401,4,1,427248.82
782,20250401,4,2,450336.43
783,20250401,4,3,246563.98
784,20250401,4,4,117011.1
785,20250401,4,5,208955.18
786,20250401,4,6,78833.55
787,20250401,4,7,158246.53
788,20250401,4,8,112199.91
789,20250401,4,9,434187.33
790,20250401,4,10,58541.27
791,20250401,5,1,75911.4
792,20250401,5,2,169701.97
793,20250401,5,3,236661.81
794,20250401,5,4,95075.23
795,20250401,5,5,484286.43
796,20250401,5,6,332076.94
797,20250401,5,7,61220.02
798,20250401,5,8,80515.06
799,20250401,5,9,102415.79
800,20250401,5,10,251119.12
801,20250501,1,1,268544.16
802,20250501,1,2,260311.38
803,20250501,1,3,461268.23
804,20250501,1,4,66807.83
805,20250501,1,5,387060.2
806,20250501,1,6,168212.39
807,20250501,1,7,156178.39
808,20250501,1,8,395722.71
809,20250501,1,9,298415.58
810,20250501,1,10,419246.35
811,20250501,2,1,303314.35
812,20250501,2,2,364970.25
813,20250501,2,3,368378.34
814,20250501,2,4,363397.13
815,20250501,2,5,308375.98
816,20250501,2,6,191771.14
817,20250501,2,7,350469.36
818,20250501,2,8,368478.01
819,20250501,2,9,192499.66
820,20250501,2,10,127454.26
821,20250501,3,1,164984.76
822,20250501,3,2,323982.15
823,20250501,3,3,67054.01
824,20250501,3,4,315340.58
825,20250501,3,5,340962.83
826,20250501,3,6,319070.0
827,20250501,3,7,273607.62
828,20250501,3,8,460659.17
829,20250501,3,9,402496.64
830,20250501,3,10,288134.56
831,20250501,4,1,271770.99
832,20250501,4,2,150656.33
833,20250501,4,3,79303.39
834,20250501,4,4,258461.49
835,20250501,4,5,247557.81
836,20250501,4,6,104125.07
837,20250501,4,7,236559.32
838,20250501,4,8,321344.14
839,20250501,4,9,387458.04
840,20250501,4,10,95924.94
841,20250501,5,1,458634.09
842,20250501,5,2,479953.42
843,20250501,5,3,116797.94
844,20250501,5,4,268229.94
845,20250501,5,5,478645.86
846,20250501,5,6,268259.63
847,20250501,5,7,306958.06
848,20250501,5,8,161708.81
849,20250501,5,9,423912.41
850,20250501,5,10,392987.8
851,20250601,1,1,246602.17
852,20250601,1,2,144920.94
853,20250601,1,3,359997.88
854,20250601,1,4,281924.65
855,20250601,1,5,315938.78
856,20250601,1,6,180097.65
857,20250601,1,7,305808.14
858,20250601,1,8,101272.3
859,20250601,1,9,324745.78
860,20250601,1,10,413156.03
861,20250601,2,1,80148.02
862,20250601,2,2,420145.69
863,20250601,2,3,168851.17
864,20250601,2,4,447541.25
865,20250601,2,5,431654.69
866,20250601,2,6,480089.48
867,20250601,2,7,112804.96
868,20250601,2,8,146454.01
869,20250601,2,9,72941.36
870,20250601,2,10,257333.81
871,20250601,3,1,456834.41
872,20250601,3,2,429912.9
873,20250601,3,3,97561.03
874,20250601,3,4,234833.86
875,20250601,3,5,428462.35
876,20250601,3,6,347340.18
877,20250601,3,7,346668.73
878,20250601,3,8,333871.08
879,20250601,3,9,347198.06
880,20250601,3,10,166771.17
881,20250601,4,1,432328.71
882,20250601,4,2,455871.37
883,20250601,4,3,295586.45
884,20250601,4,4,487957.77
885,20250601,4,5,87659.75
886,20250601,4,6,216219.64
887,20250601,4,7,365817.65
888,20250601,4,8,326844.27
889,20250601,4,9,280829.86
890,20250601,4,10,277005.54
891,20250601,5,1,496873.09
892,20250601,5,2,313120.83
893,20250601,5,3,455374.61
894,20250601,5,4,453851.08
895,20250601,5,5,87575.36
896,20250601,5,6,250005.57
897,20250601,5,7,60085.92
898,20250601,5,8,426326.13
899,20250601,5,9,276642.29
900,20250601,5,10,314441.33
901,20250701,1,1,180394.99
902,20250701,1,2,347668.86
903,20250701,1,3,63741.1
904,20250701,1,4,419156.85
905,20250701,1,5,81774.23
906,20250701,1,6,295978.17
907,20250701,1,7,229550.75
908,20250701,1,8,167016.08
909,20250701,1,9,290796.78
910,20250701,1,10,122322.35
911,20250701,2,1,104109.3
912,20250701,2,2,476061.41
913,20250701,2,3,447548.61
914,20250701,2,4,284875.83
915,20250701,2,5,381850.51
916,20250701,2,6,154912.02
917,20250701,2,7,492285.2
918,20250701,2,8,487633.62
919,20250701,2,9,218209.68
920,20250701,2,10,469628.14
921,20250701,3,1,292594.89
922,20250701,3,2,77771.52
923,20250701,3,3,61561.82
924,20250701,3,4,293042.74
925,20250701,3,5,238454.41
926,20250701,3,6,194089.17
927,20250701,3,7,349962.81
928,20250701,3,8,422964.79
